Date,AAPL UW Equity,MSFT UW Equity,AMZN UW Equity,GOOGL UW Equity,GOOG UW Equity,BRK/B UN Equity,FB UW Equity,JNJ UN Equity,JPM UN Equity,XOM UN Equity,WMT UN Equity,V UN Equity,BAC UN Equity,UNH UN Equity,PFE UN Equity,WFC UN Equity,VZ UN Equity,PG UN Equity,CVX UN Equity,T UN Equity,INTC UW Equity,CSCO UW Equity,HD UN Equity,MA UN Equity,KO UN Equity,BA UN Equity,MRK UN Equity,ORCL UN Equity,DIS UN Equity,CMCSA UW Equity,PEP UW Equity,C UN Equity,MCD UN Equity,PM UN Equity,DWDP UN Equity,ABBV UN Equity,NFLX UW Equity,ABT UN Equity,MDT UN Equity,NVDA UW Equity,AMGN UW Equity,NKE UN Equity,ADBE UW Equity,MO UN Equity,LLY UN Equity,MMM UN Equity,IBM UN Equity,HON UN Equity,UNP UN Equity,ACN UN Equity,UTX UN Equity,COST UW Equity,CRM UN Equity,PYPL UW Equity,AVGO UW Equity,TMO UN Equity,UPS UN Equity,AXP UN Equity,TXN UW Equity,GILD UW Equity,SBUX UW Equity,BKNG UW Equity,LMT UN Equity,LIN UN Equity,FOXA UW Equity,FOX UW Equity,BMY UN Equity,GS UN Equity,USB UN Equity,NEE UN Equity,CHTR UW Equity,CVS UN Equity,MS UN Equity,LOW UN Equity,WBA UW Equity,COP UN Equity,CAT UN Equity,GE UN Equity,ANTM UN Equity,DHR UN Equity,AMT UN Equity,SLB UN Equity,TJX UN Equity,QCOM UW Equity,AET UN Equity,CME UW Equity,KHC UW Equity,BLK UN Equity,BIIB UW Equity,BDX UN Equity,ADP UW Equity,MDLZ UW Equity,SCHW UN Equity,SYK UN Equity,PNC UN Equity,EOG UN Equity,DUK UN Equity,ISRG UW Equity,CB UN Equity,CSX UW Equity,FDX UN Equity,SPG UN Equity,INTU UW Equity,AGN UN Equity,OXY UN Equity,ESRX UW Equity,CL UN Equity,GD UN Equity,RTN UN Equity,BSX UN Equity,CI UN Equity,CELG UW Equity,EL UN Equity,GM UN Equity,NOC UN Equity,HCA UN Equity,ILMN UW Equity,BK UN Equity,SO UN Equity,D UN Equity,SPGI UN Equity,DE UN Equity,HUM UN Equity,MPC UN Equity,NSC UN Equity,VRTX UW Equity,ECL UN Equity,CCI UN Equity,PSX UN Equity,ZTS UN Equity,TGT UN Equity,ICE UN Equity,MET UN Equity,MU UW Equity,MMC UN Equity,ITW UN Equity,EXC UN Equity,EMR UN Equity,COF UN Equity,PGR UN Equity,PLD UN Equity,ATVI UW Equity,CTSH UW Equity,CCL UN Equity,MAR UW Equity,AON UN Equity,PRU UN Equity,HPQ UN Equity,BBT UN Equity,DAL UN Equity,SHW UN Equity,AIG UN Equity,KMI UN Equity,REGN UW Equity,WM UN Equity,STZ UN Equity,ROST UW Equity,KMB UN Equity,F UN Equity,VLO UN Equity,AEP UN Equity,LYB UN Equity,PSA UN Equity,FIS UN Equity,APD UN Equity,SYY UN Equity,TRV UN Equity,AFL UN Equity,BAX UN Equity,AMAT UW Equity,VFC UN Equity,ADI UW Equity,ALL UN Equity,EW UN Equity,FISV UW Equity,SRE UN Equity,ETN UN Equity,JCI UN Equity,MNST UW Equity,EQIX UW Equity,DG UN Equity,ROP UN Equity,RHT UN Equity,WMB UN Equity,HAL UN Equity,ADSK UW Equity,LUV UN Equity,MCO UN Equity,APC UN Equity,CNC UN Equity,STI UN Equity,EBAY UW Equity,ORLY UW Equity,YUM UN Equity,BHGE UN Equity,TEL UN Equity,ALXN UW Equity,APH UN Equity,STT UN Equity,CXO UN Equity
2014-08-11,9172087,5418040,817568,401682,435990,889012,6381239,1921564,2307671,2638536,1019394,455387,10010382,843212,7128223,2963281,2285620,1718770,912130,3227006,5668036,6748648,889674,680456,3705694,634034,2311884,2793542,1489444,2718088,#N/A,1803638,860735,1196953,1323861,1754204,613262,804927,1871715,2208672,1301425,679660,761609,1660328,807205,801732,614114,612179,595998,538351,694918,548506,506594,#N/A,527552,228681,573214,928495,1174573,2443345,783589,542319,182564,322723,4590503,940379,1191404,521587,1096031,365339,179350,821900,2058242,1023373,#N/A,737042,1291522,6603630,552820,600252,492596,1115115,589236,2918469,713956,528843,#N/A,73798,306090,257136,353088,2065400,1094979,174134,545579,638766,566440,165741,476862,#N/A,228714,390912,230684,413887,510296,1148302,775945,307819,420949,1717382,410555,886462,403401,2226254,144986,371233,324765,1672154,1487064,551411,168979,463341,336131,410191,381567,368241,158164,280307,433107,528351,583307,126517,2545610,6516292,510492,313798,777072,478755,427250,1191546,520580,1245692,1289664,794651,458736,375227,487370,1276064,973487,1483689,59246,1311854,11374429,187314,463538,169443,451649,311381,5713457,795061,566338,503597,131947,237590,158750,877813,620891,705612,314393,2579751,199971,480164,508221,197822,595888,189307,419852,286956,1441467,446759,727560,61849,196231,1122463,1730464,586494,1066775,228524,710144,462038,449974,2074686,188630,501516,625752,168626,330294,359530,280912,134102
2014-08-12,7774784,7280747,600840,404856,460368,954525,7088773,945286,2194532,2052524,1034959,348420,5912368,692722,5157571,2511278,3614202,1285771,1021908,3458206,6183023,5326116,846958,622492,2922297,339610,3473921,1403125,1473829,2984157,#N/A,2221970,687212,700178,608135,2496671,377131,925033,1303509,1610389,1151043,867782,668447,1065916,622054,899045,497816,558007,562769,541424,1087666,379490,974126,#N/A,401049,382144,631963,1010394,1553108,2349411,888802,230954,182347,237475,4455918,802911,1686343,268729,1892390,246640,307384,587181,1170787,697293,#N/A,1003316,801394,5659951,309217,791737,480874,1036209,651724,2285075,478960,525109,#N/A,99812,340520,181048,356821,1832756,902965,322762,513801,680591,713874,81429,237506,#N/A,130860,406682,373368,408923,787220,964789,880223,228562,366312,2252536,337023,1117383,272698,3082291,141446,802254,261801,2216739,825177,327441,151104,1124688,142639,311549,352816,285018,124752,316962,423038,682071,614128,107465,798873,4985100,422029,291341,1018839,818269,485160,578989,536475,1150450,1357668,690001,448300,253370,348682,1324173,951366,1092952,93888,1424586,3861806,119630,407833,176949,348683,281475,3736460,864776,566844,405300,142804,226250,142578,877813,511608,760632,305584,3198129,260957,492272,494093,202150,670010,189127,388862,327812,1086462,121488,501964,57447,177254,1073007,1072357,537406,978877,245356,1157675,349196,611501,2100452,136840,464358,432128,438885,297297,403768,436351,178579
2014-08-13,7077718,6881832,1364709,627882,480214,959825,7558002,1410114,1925050,2293077,1356368,248674,6357420,619159,4763915,2630036,2672436,1251305,1012952,3821014,9172626,8454587,739282,736271,2815759,523857,3711014,2363550,1507771,2491254,#N/A,1823123,876176,737191,722851,1639521,333172,941951,1679893,1902315,1135819,579263,583592,828631,1091851,915835,333525,580738,449058,442455,651587,605458,1374392,#N/A,445239,279055,618020,945911,1757045,3851918,1390074,173522,172147,164237,4462031,752811,1216131,383041,1072366,206111,259508,1304982,1120500,1269150,#N/A,796260,1324486,4580819,369448,610806,426138,1190074,915486,2029939,442999,564830,#N/A,62776,375251,182467,394195,1570983,1274053,224255,464885,511135,555812,90009,228500,#N/A,111957,379795,512619,323182,575982,982566,877594,237899,194643,2124822,276877,1539653,254094,1933575,125757,304510,302871,1142903,1429983,286745,178061,1407538,233128,299249,197859,536521,178412,279210,552514,833946,710615,116417,821614,3948107,349713,331225,899339,604427,661921,1255303,396639,1136674,1651236,454474,602597,239193,374866,1552422,573112,1192890,80604,1577241,3681945,184658,367714,208625,439390,255393,5831060,1648713,679445,378178,109651,271444,165300,877813,579227,1081290,283932,2406862,335025,840730,518511,261492,817238,167041,439032,293540,717531,155251,1050804,48487,149954,1001311,816932,416094,974186,213212,508052,196808,568182,3420686,183646,399395,204957,274225,260811,247400,347827,113228
2014-08-14,6068024,4984229,873819,380577,297343,1219119,5429654,1477277,1882783,1557335,1318760,211533,5066756,445415,5182011,2771373,1821685,1390022,1060081,2793492,6053701,12198454,819319,454065,1775524,703573,2220538,1793415,2207372,1323615,#N/A,2387082,1201265,543149,1097907,1663393,237594,1031507,1415411,1551635,2067569,373998,457381,755180,522425,498894,408640,424898,524460,286548,582325,400122,966829,#N/A,709253,205543,570672,512980,1029442,2990082,1743039,155218,214039,151256,2935956,776609,1270838,273895,1064148,172223,194522,492763,899886,669326,#N/A,1335910,1293089,6075288,318279,510310,258580,1152605,1052446,1453697,386576,315396,#N/A,55323,311175,76484,260081,1109180,978080,253680,339714,655802,663244,61659,176258,#N/A,104478,209824,278924,357540,454385,733806,971335,196994,172436,1601426,279891,1232624,456929,2278238,159032,346399,249951,1292997,826005,306835,149540,1366701,171996,360168,224654,404187,139863,288797,547872,651063,848233,87712,720975,3397114,329279,321472,772848,708140,314516,752467,367435,1034619,1420487,588535,482145,317645,393531,2119854,488136,1446343,57478,1300703,2728799,203055,275952,146738,290002,244027,3815403,1201658,528300,306549,126511,187638,113614,877813,440325,602032,302634,2883563,212308,648588,546131,531078,591218,165821,364337,235627,2250660,154983,761919,39786,149917,990584,1479993,1109863,1450601,141410,676073,92596,464021,2691345,236559,755111,467646,167117,399695,271912,284110,173710
2014-08-15,14964931,17913506,1310276,737780,658940,1795241,12531354,2315464,3660413,2995435,1831376,457066,13047200,884881,7670584,3874045,4214333,2205737,1914011,7872474,10512572,11175822,1578534,1227308,6092057,1010742,3986180,3720110,2258930,5241717,#N/A,4040118,1293947,1905122,1480782,1941158,905449,2064008,2951400,3852711,1985905,841970,1401186,1840229,1081805,756058,1051078,1211848,783010,604363,951485,1110499,1104356,#N/A,1031480,453373,1540733,1219287,2614097,6068620,1940750,292050,300467,230313,5290667,1176095,1574482,605535,1912386,479454,481648,1062783,2247684,1453935,#N/A,1829669,1180631,8610314,402576,1792166,469463,1579383,1077861,4077491,471797,544280,#N/A,142815,712727,228423,855390,3153986,1725175,261273,592508,1030786,831608,126795,534921,#N/A,292171,1034652,1563398,649763,1303571,2054577,1236451,785329,291295,1784463,396715,2155340,761421,2907836,224559,443290,600680,1913217,1361503,870362,335288,888965,422336,864595,439346,553922,301874,499167,2092488,856402,1185431,185593,924300,5826969,571230,719908,1452632,842693,796314,923407,737747,2157004,2115490,660550,954971,406159,564583,3183614,2361428,2328788,107714,1582272,5377631,242881,540688,291805,581778,431946,5440690,1563278,700350,561524,185011,382741,243261,877813,663219,1129292,1007807,7875772,397879,1020238,766257,350672,2851806,406982,655217,522021,14833581,157817,1413749,105454,331381,1019361,1549652,4112379,2749617,345940,1069716,204056,820907,5692997,299337,913073,677762,298714,659066,1593062,461903,128604
2014-08-18,12515661,9910779,841301,563524,459248,1113177,6497327,1778722,2073861,2102035,1050334,279908,10667890,717055,5138822,3027957,2732928,2628330,1283264,3850884,6501535,8266756,2992946,1097198,4250061,1346771,3121801,2094189,1649130,2328429,#N/A,2516310,1075912,791477,980837,1857071,534241,845604,1641876,2657640,1350642,747920,784469,1201934,544517,658318,495433,1009247,744588,388370,968401,438548,675285,#N/A,497985,351181,776473,643583,1658447,3846303,1374874,180031,176504,203086,2896446,488868,1351576,486550,1099638,265313,260626,606935,1211747,1074200,#N/A,1895033,1049349,6656996,190496,578467,451450,1285839,1169603,2089426,346115,437684,#N/A,90226,399623,142860,346918,2036276,1161491,223767,578038,1150220,493786,180488,240326,#N/A,234031,257231,680472,347672,726561,1275658,709020,223866,203368,1249500,178119,2058174,419175,2138665,151756,780134,293354,1401430,745620,478427,372832,638431,168391,472672,408684,486001,356802,343931,770695,754751,760046,131532,754237,4311177,504782,434104,900314,537357,618045,970939,464865,1341900,1467526,472265,457134,285599,452825,2823047,830519,1644916,89935,2137197,3555163,199602,545979,162762,629562,428759,4268217,1008892,1011432,490744,137618,321167,196365,877813,496905,1225152,312929,4407405,293004,465888,526966,210704,790220,150219,584256,336053,5493393,175634,3967032,55635,167932,869202,1349510,1591295,1742060,208227,957518,92314,613122,3288177,154319,642354,1095054,264683,404071,228448,380128,114096
2014-08-19,15181437,8101826,529950,381814,357709,919179,7299118,1566133,2215996,2979365,1411635,756234,9795268,1064844,4583861,2982849,3366822,1783240,1267783,3498093,6854603,5213503,3196261,603556,3137794,556276,2669630,2954195,1402134,1942822,#N/A,3236722,890573,765703,900608,1708813,409570,877627,1689831,1864404,857386,888569,665306,1504755,932114,603321,637183,700544,537170,362025,904547,611813,1120398,#N/A,690093,282583,798802,996987,1106198,4551156,863958,135359,154247,168658,2669233,1081405,1312306,634140,1217342,394982,154121,685259,1071872,1962187,#N/A,1514192,1052301,4128034,259837,488989,462014,1454902,2481837,2437940,567661,404081,#N/A,164207,316860,118544,347347,1730992,1121444,210475,353017,909764,506937,108951,223322,#N/A,209132,355915,615586,362828,617737,1069793,945551,234619,266050,3195668,291021,1380847,365137,2484624,142402,507864,282002,829134,914170,468164,140824,435482,300809,491231,340267,319588,150701,202544,587397,698914,1254776,210523,1086255,3344906,316553,432750,940576,633750,491073,542292,676723,1489816,1970691,791212,657254,290820,467361,1769359,559381,1629975,73137,1236935,1881683,188452,278583,170674,984233,252367,3287600,1153214,523984,499110,87568,362598,201527,877813,274597,828856,344791,3015926,263287,508006,492249,359276,645762,164102,356545,359631,3470793,108609,1790006,88643,464077,675609,1539369,703280,1046249,190598,768037,130700,681300,2326305,129523,796407,723252,311738,258675,209264,304994,136295
2014-08-20,12889133,6766731,528778,318256,317657,912185,6617581,1777718,1463340,2039817,1249533,583418,11540270,778666,3201828,2688972,2380214,1183277,995105,2875859,7169461,6801356,2281188,629846,2097620,744916,2332692,2109670,1195618,2426894,#N/A,2509637,986568,791171,647643,1781031,413561,1205785,1360179,1688971,706454,631146,684066,1392470,575462,723035,614112,599470,665464,296385,1029771,442126,727084,#N/A,387443,261686,819133,657488,1619373,3362304,879179,93711,290167,332692,3131512,1373818,1209949,325104,1384979,197522,194918,730655,1436321,2223900,#N/A,1413374,1452673,6658713,413786,614938,367082,1118261,1372066,3704909,420791,344038,#N/A,82259,259200,248469,386016,1274017,1327952,180181,482871,517647,455467,74507,286500,#N/A,293988,236592,642309,320085,675320,1349476,699463,325000,332815,1784986,207734,1443909,314481,1721518,192608,490171,292235,629930,1094544,398763,312203,984467,122849,336832,560507,379932,194903,178635,428653,743614,2240634,102843,545349,5618858,357544,486595,746216,599326,426230,508096,514903,1160213,1830107,522558,367644,278751,898014,3229625,647455,1577376,70899,1146929,1908537,142402,454891,138627,633593,209971,3477082,733064,443386,314301,128482,249526,180876,877813,283832,1198750,386292,2913702,277040,535252,372650,223362,764364,254755,621442,382017,1573266,186607,763363,116100,252635,819103,1108316,892563,1029896,123259,1525305,96226,520731,2056368,143856,926466,505912,409975,233107,143216,303267,202189
2014-08-21,7987843,6404148,552749,401829,363961,1163396,4971063,2163139,2450225,1835540,1356367,328387,30176491,575599,5653737,2563064,2137508,1623376,793041,3453697,8444604,5696814,1750079,845718,3130880,393598,2537467,1891692,1409996,2592454,#N/A,4755101,1028548,659427,1105021,1423810,377029,925120,1421830,2475965,630521,697868,717812,1149037,835262,529662,495645,409428,453190,355603,618201,569479,2069053,#N/A,513347,199980,529245,804187,1278716,2662896,847400,114938,270806,188148,2570857,845806,1108185,454458,1194498,293858,190457,735592,2396174,1536661,#N/A,1072966,1318741,6111758,192101,521714,362374,1058273,881581,2439314,316262,378240,#N/A,90984,235133,150295,272509,1098754,1683268,299427,480684,548155,502460,86608,183620,#N/A,143581,409953,661084,367565,554947,1251269,484490,335903,182698,1545252,235391,1227570,455122,1650249,130407,278260,326998,1123708,837501,308252,245874,525540,154478,391800,638059,360894,239318,578840,463830,401969,1298516,146796,1466993,3897957,396627,316392,1202005,383769,565636,600460,424645,910605,1377961,737291,386109,268544,604353,6585115,773195,1869539,94335,1640631,1351111,149086,448777,185028,848648,254980,3814381,1226986,772199,312743,82606,226219,274389,877813,355518,1202924,522251,2797026,328352,529939,548108,274274,863080,179228,333426,288198,1730295,157826,928720,60239,171318,919299,997666,677685,1074680,140604,584798,224656,1059887,12059429,182407,1016526,511896,484946,323064,358034,389534,231752
2014-08-22,10537564,6586238,783415,321249,301898,941892,5433434,1710710,2667127,2125477,1294745,339885,19128152,712893,4375492,2639446,3115027,1649993,1080880,3604211,5262458,6066154,1894988,684469,3318004,507439,2274985,2566801,1425393,2560639,#N/A,3851727,876590,1291234,843130,1668159,537793,890543,1497449,1906566,988088,822753,604917,1290664,890070,596244,570481,516120,640454,549596,610783,555414,3144410,#N/A,595937,409989,626266,923529,1212784,3417089,915608,187657,183261,194871,2162176,437632,1007739,573017,1306415,235582,129036,810048,2315660,1138020,#N/A,1099462,913170,6975296,226811,668575,402010,1088545,1033017,1712534,369128,407955,#N/A,109110,289517,119174,384250,1531814,1469049,212331,431009,511996,569235,59320,243267,#N/A,216800,263390,1878233,231773,814762,1314642,478014,272251,221773,2012071,234008,1021973,438424,2032307,145533,253926,229315,871709,890416,417905,209051,810639,184372,522377,258114,312936,192164,450197,413065,513325,985322,98279,894506,3222549,393946,433580,1332043,808101,362651,670826,411179,771015,1217526,778375,347908,325573,448142,3935476,642649,1274865,78604,1570732,1377732,186476,406046,118959,1523247,256505,4411234,713246,594525,446638,110847,184724,156690,877813,368828,1071862,846103,2278328,331353,393441,460520,221640,699250,203611,402470,334961,1921005,365655,756666,59769,270075,1103981,1048276,719738,1757037,191422,744986,240572,656581,3677468,151110,664168,461323,629742,244997,300668,388053,185352
2014-08-25,9757871,5761033,561622,464088,455041,827820,5411535,1123892,3527510,1988470,1083411,248652,18744718,618165,3120362,1938772,3237210,1302449,816215,3381769,4606966,5171800,1999844,783041,3099786,619379,2147901,2173578,1366222,3282085,#N/A,3530946,977547,888587,800152,1233866,512508,770908,1074284,1373362,1295632,626226,560094,963232,432952,435416,338774,420087,483472,362089,510729,450583,1285763,#N/A,727310,267858,480729,863158,1676132,7445707,919938,166846,209939,227482,2219421,535273,933851,650400,1326510,229523,118245,785871,3090386,860819,#N/A,1101717,714990,5675342,225523,445876,339714,988374,957564,1521671,303928,482631,#N/A,110875,304163,82475,308930,1193495,1316731,389141,394762,372024,598225,141161,194108,#N/A,122867,290001,1362236,173533,650916,925533,380191,257056,140082,1327971,204814,1148738,309891,1738345,110473,963140,409933,987885,575798,409012,212693,484001,136829,290762,159868,331565,177403,314677,402035,791015,1418474,94496,595423,2987360,486783,261684,1147463,375499,396174,504172,397751,708587,1190633,641713,391212,225437,356202,2332680,639926,1308158,78315,1414481,1601477,159196,682509,167918,799072,176751,2436792,886023,328099,749834,108234,289710,141459,877813,629928,607994,346373,4810535,262028,628237,689983,169530,662932,245088,279217,348154,1079751,103471,380570,37878,185298,953704,1360034,334652,1073789,177070,576382,82928,470317,2086266,201286,591446,602060,386924,303495,210068,328022,180610
2014-08-26,7470023,3699180,1058251,454927,501215,694385,6265017,846335,2012349,2031096,1302526,345772,14052276,457726,3755066,1990269,2732262,1141827,790315,2906548,3848189,3671827,1271836,575823,3136426,386722,3163075,1682495,1303457,1990926,#N/A,4567037,1770910,662976,973562,1416710,364411,940559,1368375,2134948,1300910,760998,666218,1068819,365767,481816,825669,351550,561493,477539,419470,505987,1030104,#N/A,492376,267897,566272,604957,1288531,4579111,870616,130453,168811,189495,1728592,509885,546677,511987,802634,205826,101593,623884,1834785,896566,#N/A,950941,703747,4944525,318890,528217,347426,1177908,852841,1735723,432431,466880,#N/A,102551,268363,118757,331485,784959,940888,371611,307296,662545,449930,127658,126928,#N/A,122876,196538,634881,223460,434750,838210,563677,217455,134588,1445285,249907,1736960,313901,1662112,135697,312484,268893,880218,562503,358208,145645,600251,180812,365708,186875,422595,213137,239804,371144,680542,713807,130352,494213,3455796,279775,214440,1043484,451783,302812,368800,250447,1075295,1016600,570887,347521,233902,390832,2692671,566959,1166382,41076,876748,1628658,208127,356723,104599,550143,309659,2313268,1003563,324074,324758,103889,198708,160117,877813,294517,543398,276650,1607781,239896,787231,409100,247234,719224,139767,274384,406443,1390662,185464,537011,73000,195953,732375,1891777,729199,990305,171512,833326,208700,337241,2693962,158287,733191,498778,268828,306667,169654,473730,234932
2014-08-27,10552847,6197430,855373,549219,514477,628905,9127715,1804058,3517259,1791150,996183,368263,12410508,1284668,5062047,2247258,2899811,1247136,778388,4290386,5018992,4861979,932197,415540,2869204,604020,2755633,2104541,1090843,2328212,#N/A,2776522,2136923,595109,1079915,1456795,333530,842179,908205,1574038,984456,568287,593179,1202631,718268,474798,473362,383940,446049,518995,845202,465664,1086647,#N/A,507081,243984,829797,681797,1833506,3857263,833876,158776,262568,164464,2048770,771006,1305645,390902,682501,261695,158410,572307,1435934,1011805,#N/A,890271,1006485,5436674,382696,418661,226740,1082242,694159,2172596,445039,320485,#N/A,109772,423004,189112,322092,1167566,832984,202925,347585,529382,504994,72363,208671,#N/A,154831,175609,752127,278074,681146,973580,509416,248118,363296,1390513,290237,1585181,353780,1724467,143108,319546,323092,860435,730212,445270,158364,574153,184833,305203,348646,291476,202983,276726,583260,483235,623317,122457,880769,2387771,459337,248582,1913805,405814,333949,659906,378272,836989,1083279,657105,472731,196937,385614,2363938,503041,1214665,73071,1220400,1856756,190187,651676,113494,579038,482295,3773001,751371,488552,314109,80435,174093,170309,877813,379850,654322,317967,3186455,280240,1407096,458469,266166,756080,160995,385959,489091,842457,150079,807505,53343,296866,1048281,2336399,499266,1105131,171672,818461,223210,532444,2007652,132844,476536,458326,294258,375240,186196,307967,110423
2014-08-28,15679919,4770520,762704,521882,415622,674209,5330136,1209539,2059566,1928665,912297,924097,10742630,671691,5146655,1912313,2877038,1077263,672111,2250859,4308125,3990737,3180179,540876,2447423,540106,2209504,1893218,859015,1871541,#N/A,2495642,1236545,517400,1027769,1268139,259706,761659,981519,1131013,2036644,684039,395661,1011004,506501,486422,415327,266074,357906,359542,497276,318229,1426920,#N/A,616123,246094,477837,839446,1099172,2803889,780373,159648,299930,179978,2034899,784971,933717,350771,696389,231847,115700,578709,1047341,984120,#N/A,864158,1024429,3399116,378712,821253,327345,870562,1315510,1932470,422229,339760,#N/A,128260,265531,125716,305180,1277852,688985,208312,298825,420742,381243,81424,217426,#N/A,255726,302794,802487,190239,659439,1177655,448803,293208,215837,1549040,282547,944186,239637,1307251,136242,267733,360864,770750,769797,429537,183905,486552,174652,284725,230357,206626,138065,182537,257615,587261,719282,134575,750765,2720061,543027,246790,756306,357173,376993,322812,462902,952932,1889896,689833,320842,221964,425863,1496139,493723,1248940,60390,1106168,1429781,173423,426643,128603,340899,301009,3557187,740451,534812,444875,114168,192404,187594,877813,317101,754130,416469,2873112,203208,582688,487080,216190,749382,193578,363502,611760,1344912,159116,1100271,50623,281718,1034440,1233121,608042,847040,138763,567279,229260,490513,2852319,145808,560941,358674,284962,206905,178666,362052,147853
2014-08-29,12682803,8362127,691719,489975,420747,1119183,8565726,2224720,2948661,3442199,1586813,1188054,15285186,1504655,5352962,3536700,3436911,1774939,1481252,3826312,9760289,5908081,2417693,895860,2910765,938138,2561706,3117213,1538043,2609319,#N/A,3020573,1324656,1135123,1132537,1851027,386735,1947786,1189412,1955097,943788,915302,678630,1218838,1579430,661785,1136851,431987,605808,484688,1677466,427314,1209655,#N/A,1931093,429009,745866,865836,1321333,3184065,860141,151255,333638,214309,3169948,1092767,1991406,718156,1521119,369448,280209,799316,1504050,1249921,#N/A,1504465,1987615,6883842,504065,528071,393652,1250443,781185,2223579,597713,454074,#N/A,116867,290596,327465,728113,2072488,886688,373811,522586,540093,791499,101951,269470,#N/A,502963,887577,727591,267555,764232,1333901,715446,335623,290494,2348301,375125,1030751,462029,1762514,332135,363865,471229,1531858,929146,490696,230825,579482,269480,443397,284689,256940,200797,328993,810017,493122,969046,131036,981990,3703565,541717,527876,1117152,708029,526300,587445,733210,1772337,1349375,918664,413421,341636,436768,1996347,1193939,1494112,71747,1254624,1536277,201721,430736,183268,564901,410101,5287602,768806,509623,772195,198819,281205,281773,877813,624925,954154,494390,4087770,475303,693974,776857,334060,954508,303846,411852,561634,1205730,162772,942473,74852,270273,1030802,1414728,648773,1211037,260633,755486,216798,555474,3350393,155332,728308,717725,445962,248272,449038,442410,161734
2014-09-02,11100532,6840824,732403,586904,505638,1057075,7906948,1495503,1884275,2163111,1163191,347654,10729879,711379,4541667,2246267,2114487,1410356,1171453,3039087,7275852,5255756,3114853,630347,3181232,956221,2167745,2450507,1896147,2537449,#N/A,2477662,1354980,827426,868255,1654290,336885,1133640,894407,1570133,1358509,1032876,855463,1375729,773968,508009,531764,416196,647794,523747,1180667,503155,1220113,#N/A,1339386,512160,719963,1046507,1003427,4971023,972085,198108,347542,177982,2664505,1035674,953689,397133,969299,387203,244512,591686,995974,1201832,#N/A,1892747,844012,5945762,402910,529610,466146,1172380,905142,2872752,495610,457992,#N/A,152516,261973,221196,487517,2403796,879553,301746,503952,610475,577942,74068,148453,#N/A,288946,344590,576905,303420,684229,977751,642013,389363,304063,1702947,231753,1134251,363091,1605078,213044,407997,313115,1023851,1016553,643409,265263,550984,552560,552433,399416,438545,132744,204023,635252,405540,578069,163486,1582405,6900440,430911,414294,1126728,550658,700359,851232,480899,1446712,1216465,776163,379632,248452,645013,1617291,594962,2133662,72100,1151075,1277978,454344,494883,223350,638221,417792,3796232,720592,562799,534828,100864,240681,201698,877813,534560,834328,432037,3836560,306963,725824,489341,456992,738036,307196,399528,518903,1838490,188489,683906,61926,223490,1057109,1855955,626429,1162046,174734,904498,167112,465155,3360542,140540,1264516,642581,247061,310200,368212,350037,155158
2014-09-03,24569021,9744522,535338,494455,411681,865414,7666190,1396216,2675422,2546458,1273330,327977,9759597,544641,4521137,1955013,2037783,1328654,937704,3188452,6673648,4986794,2649376,623432,2383212,933373,2762684,2585391,1068384,2606806,#N/A,3630117,915673,615147,1502145,1346952,552455,1121579,981098,2204560,856673,665430,737072,1021738,1384065,383127,378580,326865,598119,394168,673490,640218,599790,#N/A,1003620,344828,590231,872996,1327170,3745857,1148477,243479,271105,216338,3035235,912673,1026179,561184,1094987,450717,199506,713360,1699281,1263550,#N/A,1316311,784455,4380325,401846,550663,467954,1047860,604587,2669860,436154,367408,#N/A,92360,253430,273787,431952,1915835,1325827,220149,298394,383915,385409,67959,214444,#N/A,247857,237554,613347,213537,708770,1029129,812480,409060,357041,1611140,359606,1018909,441301,2245919,226813,489981,375154,745660,1043491,554592,352086,587895,292454,502465,341989,269202,180067,230437,766289,843221,779890,109519,660994,5896503,318202,318201,1158418,418406,514172,569624,568644,1854096,1083524,575699,615536,288544,414616,1789971,868706,4326841,83769,1255524,1472342,200983,552854,195210,646310,257784,5243858,831279,431687,291153,103315,204930,186767,877813,472007,1191606,498640,2337215,311416,568035,384851,555302,737454,162026,304546,477879,1192737,142956,407738,69180,201402,823389,1384620,573283,1189854,208709,480696,8675552,470530,2639461,145362,768749,631967,341304,211746,258526,277023,135996
